reviewer,time,context,ranking,Chi nhánh,Sentiment,pre_context,tokens
Quỳnh Lê,6 năm trước,"Hầm gửi xe cũng là đường cống thoát nước của tòa nhà, rất hôi.
Vào gửi xe bên hông tòa nhà của CGV quản lí (gửi xe miễn phí nếu còn giữ vé) nhưng nhân viên không thân thiện. …",1,CGV CT,0,hầm gửi xe đường cống thoát tòa hôi gửi xe hông tòa cgv quản lí gửi xe miễn phí vé nhân viên thân thiện,"['hầm', 'gửi', 'xe', 'đường', 'cống', 'thoát', 'tòa', 'hôi', 'gửi', 'xe', 'hông', 'tòa', 'cgv', 'quản_lí', 'gửi', 'xe', 'miễn_phí', 'vé', 'nhân_viên', 'thân_thiện']"
Mai Nguyễn,3 tháng trước,"dịch vụ tệ, nhân viên tỏ thái độ khi sử dụng ưu đãi cho U22, mình mua bắp ngọt nhưng không nóng, nhân viên đưa bắp như đang dằn mặt làm rớt bắp vào người mình và không xin lỗi.",1,CGV Thảo Điền,0,dịch vụ tệ nhân viên tỏ thái độ sử dụng ưu đãi u22 mua bắp nóng nhân viên bắp dằn mặt rớt bắp lỗi,"['dịch_vụ', 'tệ', 'nhân_viên', 'tỏ', 'thái_độ', 'sử_dụng', 'ưu_đãi', 'u22', 'mua', 'bắp', 'nóng', 'nhân_viên', 'bắp', 'dằn_mặt', 'rớt', 'bắp', 'lỗi']"
Nhu Thao,2 tháng trước,Mình đi lúc 8h50  vào xem phim giá vé ổn mà nước tệ thì thôi lun mình barista uống nuốt ko nổi ly cũng 48k chứ có ít đâu ạ mong chỉnh sửa công thức nước lại để ủng hộ dài dài ạ,1,CGV Vincom Gò vấp,0,đi 8h50 phim giá vé ổn tệ lun barista uống nuốt ko nổi ly 48k mong chỉnh sửa công thức ủng hộ,"['đi', '8h50', 'phim', 'giá', 'vé', 'ổn', 'tệ', 'lun', 'barista', 'uống', 'nuốt', 'ko', 'nổi', 'ly', '48k', 'mong', 'chỉnh_sửa', 'công_thức', 'ủng_hộ']"
Le Nguyen Minh Thien,2 năm trước,"Thái Độ Nhân Viên rất KÉM !!!!
Quầy phục vụ nước có nhân viên thái độ kém. quẹt thẻ bị lỗi nhưng nói to với khách lý do ""thẻ ko đủ tiền"", ép khách mua nhiều hơn so với nhu cầu.",1,CGV Celadon,0,"thái độ nhân viên kém quầy phục vụ nhân viên thái độ kém quẹt thẻ lỗi to lý ""thẻ ko tiền"" ép mua nhu cầu","['thái_độ', 'nhân_viên', 'kém', 'quầy', 'phục_vụ', 'nhân_viên', 'thái_độ', 'kém', 'quẹt', 'thẻ', 'lỗi', 'to', 'lý', '""', 'thẻ', 'ko', 'tiền', '""', 'ép', 'mua', 'nhu_cầu']"
Văn Trường Đào,một năm trước,Hôm nay xem quá ồn hú hét quá nhiều hơi nhức đầu. Cho khán giả vô rạp bật flash ảnh hưởng đến màn chiếu và trải nghiệm của người khác. À màn IMAX mà bị dơ chính giữa hơi xu 😅 …,1,CGV Vivo City,0,hôm ồn hú hét hơi nhức đầu khán giả vô rạp bật flash ảnh hưởng màn chiếu trải nghiệm màn imax dơ hơi xu,"['hôm', 'ồn', 'hú', 'hét', 'hơi', 'nhức', 'đầu', 'khán_giả', 'vô', 'rạp', 'bật', 'flash', 'ảnh_hưởng', 'màn', 'chiếu', 'trải', 'nghiệm', 'màn', 'imax', 'dơ', 'hơi', 'xu']"
Hieu Vu,6 năm trước,"Thật bẩn thỉu. Too Te.
Chúng tôi đã xem Ant Man ngày hôm qua. Hội trường không được dọn dẹp khi chúng tôi bước vào. Ngô bỏng ngô và cốc Soda ở khắp mọi nơi.  Sẽ không quay lại.",1,CGV Pearl Plaza,0,bẩn thỉu too te ant man hôm hội trường dọn dẹp ngô bỏng ngô cốc soda khắp,"['bẩn_thỉu', 'too', 'te', 'ant', 'man', 'hôm', 'hội_trường', 'dọn_dẹp', 'ngô', 'bỏng', 'ngô_cốc', 'soda', 'khắp']"
Thảo Mai,3 tháng trước,"Thường thì mình xem ở Aoen Bình Tân do gần nhà .Đây là lần đầu tiên mình xem CGV tại Hùng Vương .
1. Ghế sweet box nhỏ hơn . Khoét 1 phần ở trên nếu bạn không dựa lưng vào ghế …",1,CGV Hùng Vương Plaza,0,aoen bình tân đầu tiên cgv hùng vương 1 ghế sweet box khoét 1 dựa lưng ghế,"['aoen', 'bình', 'tân', 'đầu_tiên', 'cgv', 'hùng', 'vương', '1', 'ghế', 'sweet', 'box', 'khoét', '1', 'dựa', 'lưng', 'ghế']"
songnhu Truong,5 năm trước,"Sạch sẽ thoáng,  view ngồi waiting khá nhiều, tuy nhien nhân viên thì không thành thật lắm nha.
Mh lên book vé lúc 9pm Saturday, lúc lại mua nước. Mình đến sau 1 người dan ông …",1,CGV Vivo City,0,sạch thoáng view waiting nhien nhân viên thành lắm nha mh book vé 9pm saturday mua 1 dan,"['sạch', 'thoáng', 'view', 'waiting', 'nhien', 'nhân_viên', 'thành', 'lắm', 'nha', 'mh', 'book', 'vé', '9pm', 'saturday', 'mua', '1', 'dan']"
Hằng Nguyễn,9 tháng trước,"Chỗ giữ xe thông báo hết chỗ, đi xung quanh cũng không có, chỉ giữ xe cho cư dân. Đi xem phim mà không có chỗ để xe. Vừa mất vé, vừa bực. Cân nhắc trước khi đi vào cuối tuần",1,CGV Vincom Center Landmark,0,chỗ xe thông báo chỗ đi xung quanh xe cư dân đi phim chỗ xe vé bực cân nhắc đi tuần,"['chỗ', 'xe', 'thông_báo', 'chỗ', 'đi', 'xung_quanh', 'xe', 'cư_dân', 'đi', 'phim', 'chỗ', 'xe', 'vé', 'bực', 'cân_nhắc', 'đi', 'tuần']"
Cuong Pham,5 tháng trước,Nhân viên quầy vé thái độ với khách. Mặc dù chả có chuyện gì nhưng có thái độ khinh khỉnh xem thường khách. Mình 10 năm nay mới xem rạp 1 lần nhưng thấy các em mà chán,1,CGV Celadon,0,nhân viên quầy vé thái độ mặc chả thái độ khinh khỉnh 10 rạp 1 chán,"['nhân_viên', 'quầy', 'vé', 'thái_độ', 'mặc', 'chả', 'thái_độ', 'khinh_khỉnh', '10', 'rạp', '1', 'chán']"
Uyênn Phương,5 tháng trước,"không ai hướng dẫn đi vào rạp
Hôm đó tôi vô trễ nhưng khi đến hàng ghế của mình thì bị giành chỗ. Khách hàng ngồi không đúng với số ghế trên vé. Bắp nguội, mềm nói chung dở.",1,CGV Celadon,0,hướng đi rạp hôm vô trễ hàng ghế giành chỗ hàng ghế vé bắp nguội mềm dở,"['hướng', 'đi', 'rạp', 'hôm', 'vô', 'trễ', 'hàng', 'ghế', 'giành', 'chỗ', 'hàng', 'ghế', 'vé', 'bắp', 'nguội', 'mềm', 'dở']"
Thanh Pham,7 tháng trước,"Không biết là rạp có set giờ tự động tắt máy lạnh hay không? 02 lần xem suất giờ cuối là nóng như lò lửa, mình và cả team vừa xem xong “Lật Mặt” và ngộp thở không chịu được",1,CGV Lý Chính Thắng,0,rạp set động tắt máy lạnh 02 suất nóng lò lửa team xong “lật mặt” ngộp thở,"['rạp', 'set', 'động', 'tắt', 'máy_lạnh', '02', 'suất', 'nóng', 'lò', 'lửa', 'team', 'xong', '“', 'lật', 'mặt', '”', 'ngộp', 'thở']"
Ngân Anh Nguyễn,5 năm trước,2 lần đến nhân viên bán vé nói chuyện tiếp khách rất khó chịu và hình như không biết cười khi nc với khách. Không đáp ứng đúng nhu cầu khách hàng cần vì có thể là lười.,1,CGV Pandora City,0,2 nhân viên vé tiếp hình cười nc đáp ứng nhu cầu hàng thể lười,"['2', 'nhân_viên', 'vé', 'tiếp', 'hình', 'cười', 'nc', 'đáp_ứng', 'nhu_cầu', 'hàng', 'thể', 'lười']"
Nguyen Nhat Kha Dang Tri,một năm trước,"Cực kỳ thất vọng về cụm rạp CGV ở đây.  Chất lượng máy chiếu xuống cấp, Hình ảnh rất mờ, tối gần như không thấy gì. Làm mất đi bản chất của những cảnh quay đẹp. Rất tệ.",1,CGV Saigonres Nguyễn Xí,0,cực kỳ thất vọng cụm rạp cgv chất máy chiếu hình ảnh mờ tối đi chất cảnh đẹp tệ,"['cực_kỳ', 'thất_vọng', 'cụm', 'rạp', 'cgv', 'chất', 'máy_chiếu', 'hình_ảnh', 'mờ', 'tối', 'đi', 'chất', 'cảnh', 'đẹp', 'tệ']"
Hoàng Thắng Official,một năm trước,"Nhân viên tư vấn rất thái độ, k nhiệt tình. Làm việc thì cứ bấm điện thoại. Chưa bao giờ xem cvg mà lại bực bội đến như vậy. Mặc dù là khách hàng thân thiết bao lâu nay",1,CGV Lý Chính Thắng,0,nhân viên tư vấn thái độ k nhiệt tình bấm điện thoại bao cvg bực bội mặc hàng thân thiết bao,"['nhân_viên', 'tư_vấn', 'thái_độ', 'k', 'nhiệt_tình', 'bấm', 'điện_thoại', 'bao', 'cvg', 'bực_bội', 'mặc', 'hàng', 'thân_thiết', 'bao']"
trang truong,4 tháng trước,"Cửu Long Thành Trại, suất 13g10 ngày 6/7/24. Coi phim ngày cuối tuần, giá vé hơn trăm cành mà ngồi không dám dựa. Ghế vậy cũng để trên map cho khách mua online được cơ.",1,CGV AEON Bình Tân,0,cửu long thành trại suất 13g10 6 7 24 coi phim tuần giá vé trăm cành dám dựa ghế map mua online,"['cửu', 'long', 'thành', 'trại', 'suất', '13g10', '6', '7', '24', 'coi', 'phim', 'tuần', 'giá', 'vé', 'trăm', 'cành', 'dám', 'dựa', 'ghế', 'map', 'mua', 'online']"
Tấn Anh Nguyen,một tháng trước,28/10/2024 combo 1 bắp 1 nước là 1 là 109 xong bắt mình mua combo kèm nước và free 1 vé là combo đó 259+1 vé ( mình đi 2 người ) bảo rẻ hơn ??? Tư vấn tốn của khách hàng,1,CGV Vincom Gò vấp,0,28 10 2024 combo 1 bắp 1 1 109 xong bắt mua combo kèm free 1 vé combo 259+1 vé đi 2 bảo rẻ tư vấn tốn hàng,"['28', '10', '2024', 'combo', '1', 'bắp', '1', '1', '109', 'xong', 'bắt', 'mua', 'combo', 'kèm', 'free', '1', 'vé', 'combo', '259', '+', '1', 'vé', 'đi', '2', 'bảo', 'rẻ', 'tư_vấn', 'tốn', 'hàng']"
Thủy Tiên Phạm,3 ngày trước,"Đi xem phim ở đây phòng4 chiếu trễ, người xem ngồi đợi 15p chạy đi gọi nhân viên mới vào xin lỗi do sự cố kỹ thuật. Trong lúc xem thì mất tiếng 4 lần. Trải nghiệm quá tệ",1,CGV Vivo City,0,đi phim phòng4 chiếu trễ đợi 15p chạy đi gọi nhân viên lỗi cố kỹ thuật tiếng 4 trải nghiệm tệ,"['đi', 'phim', 'phòng4', 'chiếu', 'trễ', 'đợi', '15p', 'chạy', 'đi', 'gọi', 'nhân_viên', 'lỗi', 'cố', 'kỹ_thuật', 'tiếng', '4', 'trải', 'nghiệm', 'tệ']"
Trân Nguyễn Huỳnh Bảo,một năm trước,"Bắp nước bán mắc xỉu, đúng dụ khách. Nhỡ mà không cầm cả cccd thì chắc cả nước cả vé phải hơn 500k cho 2 người :))) Bán cắt cổ thật sự. Đúng chất không cần khách là đây.",1,CGV Giga Mall Thủ Đức,0,bắp mắc xỉu dụ nhỡ cầm cccd vé 500k 2 cắt cổ chất,"['bắp', 'mắc', 'xỉu', 'dụ', 'nhỡ', 'cầm', 'cccd', 'vé', '500k', '2', 'cắt_cổ', 'chất']"
ngân trần,2 tuần trước,"1 trải nghiệm dịch vụ siêu tệ, mình đã từng đi nhiều rạp CGV nhưng chỗ này quản lý thái độ với mình ra mặt khiến mình cực kì khó chịu. Mình sẽ không đến đây 1 lần nào nữa",1,CGV Lý Chính Thắng,0,1 trải nghiệm dịch vụ siêu tệ đi rạp cgv chỗ quản lý thái độ mặt cực kì 1,"['1', 'trải', 'nghiệm', 'dịch_vụ', 'siêu', 'tệ', 'đi', 'rạp', 'cgv', 'chỗ', 'quản_lý', 'thái_độ', 'mặt', 'cực_kì', '1']"
37-A3- Bích Trâm,5 tháng trước,"Nhân viên cực tệ cực ảnh hướng đến trải nghiệm của mình
Đồng thời quản lý cũng tệ nốt :))
- Chuyện là bn mình kêu 2 nước 1 bắp. Bạn nhân viên liên tục gợi ý kêu tụi mình …",1,CGV Vincom Thủ Đức,0,nhân viên cực tệ cực ảnh hướng trải nghiệm đồng thời quản lý tệ nốt bn kêu 2 1 bắp nhân viên liên tục gợi kêu tụi,"['nhân_viên', 'cực', 'tệ', 'cực', 'ảnh', 'hướng', 'trải', 'nghiệm', 'đồng_thời', 'quản_lý', 'tệ', 'nốt', 'bn', 'kêu', '2', '1', 'bắp', 'nhân_viên', 'liên_tục', 'gợi', 'kêu', 'tụi']"
nhi phan,4 năm trước,"Đừng bao giờ đến rạp chiếu phim này để xem buổi chiếu muộn vì bạn sẽ không bao giờ biết cách vào bên trong tòa nhà / CGV không có hướng dẫn, không có hướng dẫn vui nhộn!!!",1,CGV Vincom Center Landmark,0,đừng bao rạp chiếu phim chiếu muộn bao tòa cgv hướng hướng vui nhộn,"['đừng', 'bao', 'rạp', 'chiếu_phim', 'chiếu', 'muộn', 'bao', 'tòa', 'cgv', 'hướng', 'hướng', 'vui_nhộn']"
Ngoan Nguyen,5 năm trước,"Mọi người ko nên đi xem phim CGV này , cách mà nhân viên bán vé phục vụ hơi tệ ,khinh người , gặp quản lí nói chuyện quản lí lại ra oai hazzz biểu sao nhân viên không  láo",1,CGV Pearl Plaza,0,ko đi phim cgv nhân viên vé phục vụ hơi tệ khinh quản lí quản lí oai hazzz biểu nhân viên láo,"['ko', 'đi', 'phim', 'cgv', 'nhân_viên', 'vé', 'phục_vụ', 'hơi', 'tệ', 'khinh', 'quản_lí', 'quản_lí', 'oai', 'hazzz', 'biểu', 'nhân_viên', 'láo']"
Ân Nguy,4 năm trước,"CGV làm việc kiểu gì vậy, Khách hàng complain trên FB Fanpage CGV thì chặn ngta trong khi ngta là khách hàng lâu năm. Không đúng không tốt thì ngta complain. Thôi bye CGV.",1,CGV Pandora City,0,cgv kiểu hàng complain fb fanpage cgv chặn ngta ngta hàng ngta complain bye cgv,"['cgv', 'kiểu', 'hàng', 'complain', 'fb', 'fanpage', 'cgv', 'chặn', 'ngta', 'ngta', 'hàng', 'ngta', 'complain', 'bye', 'cgv']"
Lam Lam,11 tháng trước,"mình có coi phim ở cgv vcom thủ đức và mình cực kì thất vọng cách nvien lùa gà khách hàng.
mình đi 4 người và chỉ đặt 1 bắp, 3 nước (vì sau đó tụi mình dành bụng đi ăn), …",1,CGV Vincom Thủ Đức,0,coi phim cgv vcom thủ đức cực kì thất vọng nvien lùa gà hàng đi 4 1 bắp 3 tụi bụng đi,"['coi', 'phim', 'cgv', 'vcom', 'thủ', 'đức', 'cực_kì', 'thất_vọng', 'nvien', 'lùa', 'gà', 'hàng', 'đi', '4', '1', 'bắp', '3', 'tụi', 'bụng', 'đi']"
Ngọc Mai,6 tháng trước,"Rạp đã nhỏ mà lúc chiếu phim nhân viên liên tục đi vô ra xong đi qua đi lại nhòm nhòm ngó ngó rồi lại đi ra xem phim không tập trung được, mở máy lạnh còn hơn trong nhà xác",1,CGV Hùng Vương Plaza,0,rạp chiếu phim nhân viên liên tục đi vô xong đi đi nhòm nhòm ngó ngó đi phim tập trung máy lạnh xác,"['rạp', 'chiếu_phim', 'nhân_viên', 'liên_tục', 'đi', 'vô', 'xong', 'đi', 'đi', 'nhòm', 'nhòm_ngó', 'ngó', 'đi', 'phim', 'tập_trung', 'máy_lạnh', 'xác']"
Đạt Nguyễn,3 tuần trước,"Gửi mấy đĩ loz đi xem phim mà ồn và CGV!
* CGV nên có cách nhắc khéo hoặc nhân viên kiểm soát để tránh làm phiền không khí người khác. Nhiều lần cấm luôn đến rạp cho rồi. …",1,CGV Celadon,0,gửi mấy đĩ loz đi phim ồn cgv * cgv nhắc khéo nhân viên kiểm soát phiền khí cấm rạp,"['gửi', 'mấy', 'đĩ', 'loz', 'đi', 'phim', 'ồn', 'cgv', '*', 'cgv', 'nhắc', 'khéo', 'nhân_viên', 'kiểm_soát', 'phiền', 'khí', 'cấm', 'rạp']"
Văn Tuấn Nguyễn,3 tháng trước,Tư vấn Bắp nước cao hơn so vs giá mua trên mạng. Đến lúc hỏi lại thì bảo không thấy combo. Nhân viên mà k biết combo bắp nước bán như thế nào tư vấn sai để mua gói lớn hơn.,1,CGV Vincom Center Landmark,0,tư vấn bắp vs giá mua mạng bảo combo nhân viên k combo bắp tư vấn sai mua gói,"['tư_vấn', 'bắp', 'vs', 'giá', 'mua', 'mạng', 'bảo', 'combo', 'nhân_viên', 'k', 'combo', 'bắp', 'tư_vấn', 'sai', 'mua', 'gói']"
Hoang Long,2 năm trước,"Một trải nghiệm xem phim RẤT BỰC BỘI.
Tôi là khách xem Phim Spiderman: No Way Home suất 20g30 ngày 22/12/2021, Mọi thứ  vẫn ổn cho đến khi RẠP ĐÃ TẮT PHIM TRƯỚC AFTER CREDIT 2. …",1,CGV CT,0,trải nghiệm phim bực bội phim spiderman no way home suất 20g30 22 12 2021 ổn rạp tắt phim after credit 2,"['trải', 'nghiệm', 'phim', 'bực_bội', 'phim', 'spiderman', 'no', 'way', 'home', 'suất', '20g30', '22', '12', '2021', 'ổn', 'rạp', 'tắt', 'phim', 'after', 'credit', '2']"
ĐĂNG PHẠM,5 tháng trước,"Rạp đẹp , ghế dựa cứ lắc lư hoài xem không hài lòng ,đi thang cuốn từ tầng trệt lên lầu ba cao ,thái độ nhân viên như tạm chấp nhận ,phí giữ xe hơi mắc",1,CGV Pandora City,0,rạp đẹp ghế dựa lắc lư hoài hài đi thang tầng lầu thái độ nhân viên tạm chấp phí xe hơi mắc,"['rạp', 'đẹp', 'ghế_dựa', 'lắc_lư', 'hoài', 'hài', 'đi', 'thang', 'tầng', 'lầu', 'thái_độ', 'nhân_viên', 'tạm', 'chấp', 'phí', 'xe_hơi', 'mắc']"
Phát Huỳnh,một năm trước,"Tôi xem phim suất 9g50 ngày 12.3, Tuổi trẻ huy hoàng, rạp 5.
Và đây là tình trạng rạp khi tôi vào, rất dơ, ghế nhiều bắp rơi, nước không ai dọn dẹp. …",1,CGV Liberty Citypoint,0,phim suất 9g50 12 3 trẻ huy hoàng rạp 5 tình trạng rạp dơ ghế bắp rơi dọn dẹp,"['phim', 'suất', '9g50', '12', '3', 'trẻ', 'huy_hoàng', 'rạp', '5', 'tình_trạng', 'rạp', 'dơ', 'ghế', 'bắp', 'rơi', 'dọn_dẹp']"
Lee Min Hae,một năm trước,Nhân viên thiếu chuyên nghiệp. Quá dở và tệ. Tư vấn không rõ ràng lành mạch. Quý anh chị đi hỏi kỹ không là xuất bill cao đấy nha,1,CGV AEON Bình Tân,0,nhân viên chuyên nghiệp dở tệ tư vấn ràng lành mạch quý đi kỹ xuất bill đấy nha,"['nhân_viên', 'chuyên_nghiệp', 'dở_tệ', 'tư_vấn', 'ràng', 'lành', 'mạch', 'quý', 'đi', 'kỹ', 'xuất', 'bill', 'đấy', 'nha']"
Hunter Reynolds,8 năm trước,"Trộn lẫn với khách của khách sạn và những người khác và âm thanh không tốt lắm, tôi thực sự không nghĩ đây là nơi tốt để xem phim.",1,CGV Liberty Citypoint,0,trộn lẫn sạn âm lắm thực phim,"['trộn', 'lẫn', 'sạn', 'âm', 'lắm', 'thực', 'phim']"
Van Pham,5 tháng trước,Bắp caramel mà nhạt hơn cả bắp ngọt mà cx thu thêm tiền ra hỏi nhân viên thì nó nhăn vô mặt mình. Trãi nghiệm rạp tệ nhất từng gặp,1,CGV Pearl Plaza,0,bắp caramel nhạt bắp cx thu tiền nhân viên nhăn vô mặt trãi nghiệm rạp tệ,"['bắp', 'caramel', 'nhạt', 'bắp', 'cx', 'thu', 'tiền', 'nhân_viên', 'nhăn', 'vô', 'mặt', 'trãi', 'nghiệm', 'rạp', 'tệ']"
any truyen,một năm trước,"Bắp nguội, ỉu xìu. Ăn giống đã để qua 1 ngày. Ăn mà tức muốn vứt luôn. Khi mua nhân viên đã để sẵn , có thể bắp này đã để rất lâu.",1,CGV Vincom Gò vấp,0,bắp nguội ỉu xìu 1 tức vứt mua nhân viên sẵn thể bắp,"['bắp', 'nguội', 'ỉu_xìu', '1', 'tức', 'vứt', 'mua', 'nhân_viên', 'sẵn', 'thể', 'bắp']"
Duy Thanh Phạm,4 tháng trước,"CGV lừa đảo khách hàng quá, kêu rõ ràng 1 bắp 1 nước mà gáng order combo kitkat cho khách. Hãm quá CGV vs nhân viên Ngo Quoc Nghia",1,CGV Celadon,0,cgv lừa đảo hàng kêu ràng 1 bắp 1 gáng order combo kitkat hãm cgv vs nhân viên ngo quoc nghia,"['cgv', 'lừa_đảo', 'hàng', 'kêu', 'ràng', '1', 'bắp', '1', 'gáng', 'order', 'combo', 'kitkat', 'hãm', 'cgv', 'vs', 'nhân_viên', 'ngo', 'quoc', 'nghia']"
Nguyễn Bảo Hân,2 năm trước,"Nhân viên tên Vi đứng quầy cần được training lại:
1. Bán nhầm phim:
Black Adam thành phim Đặc Vụ Xuyên Quốc Gia ( giá 1 vé 105k) …",1,CGV Cresent Mall,0,nhân viên vi đứng quầy training 1 nhầm phim black adam thành phim đặc vụ xuyên quốc gia giá 1 vé 105k,"['nhân_viên', 'vi', 'đứng', 'quầy', 'training', '1', 'nhầm', 'phim', 'black', 'adam', 'thành', 'phim', 'đặc_vụ', 'xuyên', 'quốc_gia', 'giá', '1', 'vé', '105k']"
